	T_C	RH_	prediction	
1044	2.75	66.58125305	10.02423268	56.55702038
1045	2.75	98.18313599	3.485806843	94.69732914
1046	2.75999999	53.89730072	12.64854091	41.24875981
1047	2.75999999	58.6089859	11.6736938	46.9352921
1048	2.769999981	77.76810455	7.709674427	70.05843013
1049	2.779999971	51.72006607	13.0990105	38.62105557
1050	2.779999971	55.88835144	12.23659275	43.65175869
1051	2.779999971	80.15339661	7.216157784	72.93723882
1052	2.779999971	92.82324219	4.594768235	88.22847395
1053	2.779999971	96.30595398	3.874195578	92.4317584
1054	2.789999962	46.70678711	14.13625732	32.57052979
1055	2.799999952	76.81410217	7.907057406	68.90704477
1056	2.799999952	88.72592926	5.442501794	83.28342747
1057	2.799999952	94.62710571	4.221549085	90.40555663
1058	2.809999943	55.68902206	12.27783398	43.41118809
1059	2.819999933	59.91291046	11.40391197	48.50899849
1060	2.819999933	80.37301636	7.170718483	73.20229787
1061	2.839999914	73.42785645	8.607671246	64.8201852
1062	2.859999895	80.30309296	7.185185626	73.11790733
1063	2.859999895	81.69387054	6.897433908	74.79643664
1064	2.859999895	96.5223999	3.829412942	92.69298696
1065	2.869999886	71.08758545	9.091873037	61.99571241
1066	2.869999886	75.86429596	8.103572199	67.76072376
1067	2.880000114	91.95628357	4.77414187	87.1821417
1068	2.890000105	95.31258392	4.079723725	91.2328602
1069	2.900000095	84.81929779	6.250783382	78.56851441
1070	2.900000095	88.04186249	5.584035128	82.45782736
1071	2.900000095	94.94830322	4.155093359	90.79320986
1072	2.900000095	95.94976044	3.94789198	92.00186846
1073	2.920000076	95.56505585	4.027487314	91.53756853
1074	2.920000076	96.10137177	3.916523614	92.18484815
1075	2.930000067	54.27482224	12.57043175	41.70439048
1076	2.930000067	80.05540466	7.236432305	72.81897236
1077	2.940000057	74.80199432	8.323362281	66.47863204
1078	2.960000038	63.52687073	10.65618402	52.87068671
1079	2.960000038	95.91751862	3.954562809	91.96295581
1080	2.960000038	96.01498413	3.934397205	92.08058693
1081	2.970000029	97.42520905	3.642621837	93.78258721
1082	2.980000019	66.73562622	9.992292886	56.74333333
1083	2.980000019	96.40984344	3.85270086	92.55714258
1084	3.00999999	40.45994568	15.42872807	25.0312176
1085	3.00999999	88.06932068	5.578354031	82.49096665
1086	3.00999999	96.07746124	3.921470698	92.15599054
1087	3.019999981	70.70546722	9.170933253	61.53453397
1088	3.019999981	93.82585907	4.387326921	89.43853215
1089	3.019999981	97.39083862	3.649733074	93.74110555
1090	3.039999962	40.6480751	15.38980412	25.25827098
1091	3.039999962	50.451931	13.3613875	37.0905435
1092	3.039999962	65.09281921	10.33218946	54.76062975
1093	3.039999962	73.25149536	8.644160333	64.60733503
1094	3.039999962	78.89016724	7.47751979	71.41264745
1095	3.039999962	89.59423828	5.26284876	84.33138952
1096	3.039999962	90.9000473	4.992677029	85.90737027
1097	3.039999962	97.20285034	3.688627827	93.51422251
1098	3.059999943	95.01628876	4.14102716	90.8752616
1099	3.069999933	87.34668732	5.727866788	81.61882053
1100	3.079999924	87.37463379	5.722084667	81.65254912
1101	3.079999924	93.76795959	4.399306315	89.36865328
1102	3.099999905	62.18914032	10.93296028	51.25618004
1103	3.099999905	87.07360077	5.784368363	81.28923241
1104	3.099999905	89.55908966	5.270121006	84.28896865
1105	3.099999905	95.12515259	4.118503246	91.00664934
1106	3.130000114	68.57322693	9.612093517	58.96113341
1107	3.130000114	79.57215881	7.336415814	72.235743
1108	3.130000114	95.50035858	4.04087317	91.45948541
1109	3.140000105	97.85938263	3.552791374	94.30659125
1110	3.160000086	65.56430054	10.23464003	55.32966051
1111	3.160000086	70.45796967	9.222140468	61.2358292
1112	3.160000086	75.81830597	8.113087522	67.70521845
1113	3.160000086	76.83803558	7.902105586	68.93593
1114	3.170000076	49.8148613	13.49319714	36.32166416
1115	3.170000076	66.46325684	10.04864608	56.41461076
1116	3.180000067	94.1398468	4.322362896	89.81748391
1117	3.200000048	77.59516144	7.745456337	69.8497051
1118	3.220000029	44.06673431	14.68248393	29.38425038
1119	3.220000029	96.86504364	3.758519993	93.10652365
1120	3.230000019	73.07263184	8.681167175	64.39146466
1121	3.230000019	95.42985535	4.055460281	91.37439507
1122	3.24000001	50.8963089	13.26944576	37.62686314
1123	3.24000001	95.50597382	4.039711379	91.46626244
1124	3.25999999	71.76808167	8.951078451	62.81700321
1125	3.25999999	93.54449463	4.44554119	89.09895344
1126	3.25999999	96.58455658	3.816552733	92.76800385
1127	3.269999981	66.48173523	10.0448229	56.43691233
1128	3.279999971	95.93228149	3.951508371	91.98077312
1129	3.279999971	97.26982117	3.674771571	93.5950496
1130	3.279999971	97.43935394	3.63969526	93.79965868
1131	3.279999971	97.51196289	3.624672477	93.88729041
1132	3.289999962	72.70330811	8.757580211	63.94572789
1133	3.299999952	70.40283203	9.233548438	61.16928359
1134	3.299999952	79.68946838	7.312144478	72.37732391
1135	3.299999952	95.52236938	4.036319138	91.48605025
1136	3.299999952	97.22692108	3.683647594	93.54327349
1137	3.319999933	61.02822113	11.17315432	49.85506681
1138	3.319999933	75.47520447	8.184075182	67.29112929
1139	3.319999933	95.60121155	4.020006704	91.58120484
1140	3.329999924	55.41891861	12.33371835	43.08520026
1141	3.329999924	64.01670074	10.55483824	53.4618625
1142	3.329999924	97.23529053	3.681915956	93.55337457
1143	3.339999914	73.99208832	8.490931738	65.50115658
1144	3.339999914	86.72371674	5.856759328	80.86695741
1145	3.359999895	60.89186859	11.20136565	49.69050294
1146	3.359999895	87.67327881	5.660295047	82.01298376
1147	3.359999895	93.29904175	4.496325362	88.80271639
1148	3.369999886	85.34449005	6.142121165	79.20236889
1149	3.400000095	70.56015015	9.200999339	61.35915081
1150	3.400000095	75.00628662	8.281094229	66.72519239
1151	3.400000095	97.37600708	3.652801718	93.72320536
1152	3.420000076	74.79421997	8.324970794	66.46924918
1153	3.420000076	95.55516052	4.029534655	91.52562587
1154	3.420000076	97.30888367	3.666689544	93.64219412
1155	3.430000067	88.07245636	5.577705259	82.4947511
1156	3.440000057	18.54483795	19.96296127	-1.418123314
1157	3.440000057	55.14326096	12.39075188	42.75250907
1158	3.440000057	59.23901749	11.54334034	47.69567714
1159	3.440000057	96.92615509	3.745876042	93.18027905
1160	3.450000048	55.05695724	12.40860811	42.64834913
1161	3.450000048	62.44890594	10.8792148	51.56969114
1162	3.450000048	96.95322418	3.74027545	93.21294873
1163	3.460000038	97.70755768	3.584203939	94.12335374
1164	3.470000029	56.05385208	12.20235069	43.85150139
1165	3.470000029	76.39494324	7.99378134	68.4011619
1166	3.470000029	90.86078644	5.000800097	85.85998634
1167	3.480000019	78.48249054	7.561868051	70.92062249
1168	3.480000019	96.15808868	3.90478889	92.25329979
1169	3.5	95.38109589	4.065548608	91.31554728
1170	3.519999981	70.5561676	9.201823327	61.35434428
1171	3.519999981	76.40561676	7.991572989	68.41404377
1172	3.539999962	69.4001236	9.441008695	59.9591149
1173	3.539999962	95.63691711	4.012619226	91.62429789
1174	3.559999943	69.81893158	9.354357372	60.46457421
1175	3.559999943	88.61303711	5.465859166	83.14717794
1176	3.559999943	92.68218994	4.623951928	88.05823801
1177	3.559999943	96.42401123	3.849769547	92.57424168
1178	3.569999933	84.8764267	6.238963418	78.63746328
1179	3.579999924	92.83657837	4.59200898	88.24456939
1180	3.589999914	95.72401428	3.994598832	91.72941545
1181	3.599999905	61.04698181	11.16927274	49.87770907
1182	3.599999905	72.08263397	8.885997616	63.19663636
1183	3.599999905	76.98626709	7.871436505	69.11483058
1184	3.599999905	88.97808075	5.390331681	83.58774907
1185	3.599999905	95.11399078	4.120812622	90.99317816
1186	3.609999895	93.73684692	4.405743523	89.3311034
1187	3.609999895	94.79727936	4.186340178	90.61093918
1188	3.630000114	49.87863541	13.48000229	36.39863312
1189	3.640000105	40.87084198	15.34371368	25.5271283
1190	3.640000105	97.3217392	3.664029737	93.65770946
1191	3.660000086	81.82536316	6.870228102	74.95513506
1192	3.660000086	92.65883636	4.62878378	88.03005258
1193	3.660000086	97.1330719	3.703064978	93.43000692
1194	3.660000086	97.37585449	3.652833289	93.7230212
1195	3.670000076	58.49691391	11.69688149	46.80003242
1196	3.670000076	96.55187988	3.823313538	92.72856635
1197	3.680000067	52.35322952	12.96800906	39.38522047
1198	3.690000057	59.59715652	11.46924142	48.12791511
1199	3.690000057	88.18816376	5.553765413	82.63439834
1200	3.700000048	47.12726974	14.04925952	33.07801023
1201	3.700000048	90.97034454	4.978132538	85.99221201
1202	3.710000038	95.9281311	3.952367086	91.97576402
1203	3.720000029	75.45158386	8.188962283	67.26262158
1204	3.730000019	92.85137177	4.588948229	88.26242354
1205	3.730000019	97.5409317	3.618678834	93.92225287
1206	3.74000001	95.74058533	3.991170285	91.74941504
1207	3.74000001	96.91217804	3.748767892	93.16341015
1208	3.75999999	95.69706726	4.000174168	91.69689309
1209	3.75999999	95.84397125	3.969779749	91.8741915
1210	3.75999999	96.69860077	3.792957004	92.90564377
1211	3.779999971	63.44458771	10.67320836	52.77137934
1212	3.779999971	64.29477692	10.49730432	53.7974726
1213	3.779999971	84.07152557	6.405497365	77.66602821
1214	3.779999971	95.45743561	4.049753928	91.40768168
1215	3.789999962	89.25398254	5.333247632	83.92073491
1216	3.799999952	73.84243774	8.521894424	65.32054332
1217	3.799999952	98.6245575	3.394476785	95.23008071
1218	3.819999933	73.19290161	8.656283373	64.53661824
1219	3.819999933	85.83948517	6.039706734	79.79977843
1220	3.819999933	94.13909912	4.322517591	89.81658153
1221	3.829999924	44.11149597	14.67322275	29.43827322
1222	3.839999914	92.65651703	4.62926365	88.02725338
1223	3.849999905	72.26978302	8.8472765	63.42250652
1224	3.859999895	70.45739746	9.222258857	61.2351386
1225	3.900000095	95.53922272	4.032832185	91.50639053
1226	3.920000076	53.00936508	12.83225469	40.17711039
1227	3.920000076	94.56087494	4.235252225	90.32562271
1228	3.920000076	96.815979	3.768671461	93.04730754
1229	3.920000076	96.91342163	3.748510593	93.16491104
1230	3.930000067	95.89054108	3.960144458	91.93039662
1231	3.940000057	71.95894623	8.911588595	63.04735763
1232	3.940000057	92.33390808	4.696011403	87.63789668
1233	3.940000057	94.61558533	4.223932652	90.39165268
1234	3.940000057	95.59919739	4.020423433	91.57877395
1235	3.940000057	96.9189682	3.747363008	93.17160519
1236	3.960000038	45.10183334	14.46832207	30.63351128
1237	3.960000038	67.89600372	9.752210918	58.14379281
1238	3.960000038	92.3391571	4.694925381	87.64423172
1239	3.960000038	96.99756622	3.731101087	93.26646514
1240	3.970000029	71.14054108	9.080916524	62.05962455
1241	3.980000019	66.8091507	9.977080681	56.83207002
1242	3.980000019	68.90219116	9.544030856	59.35816031
1243	3.980000019	78.99178314	7.456495472	71.53528767
1244	3.980000019	92.74320984	4.611326918	88.13188292
1245	3.980000019	95.48742676	4.043548763	91.44387799
1246	3.980000019	96.68632507	3.795496844	92.89082823
1247	3.980000019	97.07614136	3.714843901	93.36129746
1248	3.99000001	71.58456421	8.989048191	62.59551602
1249	3.99000001	80.47884369	7.148822821	73.33002087
1250	4	56.39907074	12.13092499	44.26814575
1251	4	72.98387146	8.699531686	64.28433977
1252	4	77.60840607	7.742716024	69.86569004
1253	4.010000229	91.90260315	4.785248343	87.11735481
1254	4.010000229	92.12757111	4.738702499	87.38886861
1255	4.019999981	97.57344055	3.611952756	93.9614878
1256	4.039999962	78.57889557	7.541921862	71.03697371
1257	4.050000191	72.20037842	8.861636304	63.33874211
1258	4.059999943	72.25720978	8.849877902	63.40733188
1259	4.059999943	91.71543121	4.823974194	86.89145702
1260	4.070000172	94.42854309	4.262631668	90.16591142
1261	4.079999924	62.75756454	10.81535337	51.94221117
1262	4.079999924	74.76939392	8.330107301	66.43928662
1263	4.079999924	94.82592773	4.180412833	90.6455149
1264	4.079999924	96.90904999	3.749415085	93.1596349
1265	4.090000153	21.54692459	19.3418299	2.205094695
1266	4.099999905	60.75849533	11.22896056	49.52953477
1267	4.099999905	69.50817871	9.418652104	60.08952661
1268	4.099999905	91.50032806	4.86847901	86.63184905
1269	4.099999905	92.82466125	4.59447463	88.23018662
1270	4.099999905	95.49557495	4.041862903	91.45371205
1271	4.099999905	96.71949768	3.788633435	92.93086425
1272	4.099999905	96.81707001	3.768445732	93.04862427
1273	4.119999886	80.93071747	7.055330189	73.87538728
1274	4.130000114	80.51040649	7.14229248	73.36811401
1275	4.159999847	69.18670654	9.485164658	59.70154189
1276	4.179999828	50.91016006	13.26657996	37.64358011
1277	4.179999828	68.38374329	9.65129766	58.73244563
1278	4.179999828	82.49578094	6.731518742	75.7642622
1279	4.179999828	93.39300537	4.4768843	88.91612107
1280	4.179999828	94.581604	4.230963383	90.35064062
1281	4.179999828	97.03425598	3.72350998	93.310746
1282	4.179999828	97.13169098	3.703350691	93.42834029
1283	4.190000057	97.11011505	3.707814748	93.4023003
1284	4.190000057	98.63834381	3.391624398	95.24671941
1285	4.199999809	93.19948578	4.51692348	88.6825623
1286	4.199999809	95.1047287	4.122728946	90.98199975
1287	4.199999809	95.57194519	4.026061909	91.54588328
1288	4.199999809	97.01542664	3.727405769	93.28802087
1289	4.21999979	54.99842453	12.42071852	42.57770601
1290	4.21999979	72.12477875	8.877277867	63.24750088
1291	4.239999771	52.10831451	13.01868194	39.08963257
1292	4.239999771	65.30987549	10.28728054	55.02259495
1293	4.239999771	78.24906158	7.610164474	70.63889711
1294	4.239999771	95.80378723	3.978093819	91.82569341
1295	4.239999771	96.61169434	3.810937934	92.8007564
1296	4.25	85.29788971	6.15176277	79.14612694
1297	4.260000229	34.99010086	16.56043832	18.42966254
1298	4.260000229	68.12001038	9.705863968	58.41414641
1299	4.269999981	68.06608582	9.717020953	58.34906486
1300	4.269999981	96.57109833	3.819337244	92.75176108
1301	4.28000021	58.07369232	11.78444598	46.28924634
1302	4.28000021	68.34694672	9.658910866	58.68803585
1303	4.28000021	76.56789398	7.957997852	68.60989613
1304	4.28000021	80.38546753	7.168142337	73.21732519
1305	4.28000021	95.59375763	4.021548918	91.57220871
1306	4.289999962	55.36128616	12.3456425	43.01564367
1307	4.289999962	96.82084656	3.767664365	93.05318219
1308	4.300000191	80.44290161	7.156259232	73.28664238
1309	4.300000191	95.35337067	4.071284952	91.28208571
1310	4.300000191	96.18791962	3.898616874	92.28930274
1311	4.320000172	90.32421112	5.111817466	85.21239365
1312	4.329999924	75.28232574	8.223981767	67.05834398
1313	4.329999924	95.31231689	4.079778973	91.23253792
1314	4.340000153	58.19946289	11.75842407	46.44103882
1315	4.340000153	96.78585815	3.774903461	93.01095469
1316	4.349999905	53.63409424	12.7029983	40.93109594
1317	4.360000134	58.43479538	11.7097338	46.72506158
1318	4.360000134	59.44790649	11.50012123	47.94778526
1319	4.360000134	94.72888184	4.200491617	90.52839022
1320	4.360000134	94.82761383	4.180063979	90.64754985
1321	4.380000114	53.54995346	12.72040702	40.82954644
1322	4.380000114	72.78742218	8.740177019	64.04724516
1323	4.380000114	94.93169403	4.158529798	90.77316423
1324	4.380000114	95.91568756	3.954941654	91.96074591
1325	4.380000114	96.65033722	3.802942726	92.84739449
1326	4.389999866	94.63818359	4.219257073	90.41892652
1327	4.400000095	93.05332184	4.547164782	88.50615706
1328	4.400000095	95.10967255	4.121706065	90.98796648
1329	4.400000095	95.82297516	3.974123839	91.84885132
1330	4.409999847	95.18630219	4.105851401	91.08045078
1331	4.420000076	71.14682007	9.079617402	62.06720267
1332	4.420000076	71.91764069	8.920134707	62.99750598
1333	4.429999828	95.14244843	4.114924739	91.02752369
1334	4.440000057	40.06612396	15.51020974	24.55591422
1335	4.440000057	61.59066772	11.05678419	50.53388354
1336	4.440000057	85.49872589	6.110209788	79.3885161
1337	4.449999809	78.50875092	7.556434782	70.95231613
1338	4.460000038	43.57775879	14.78365291	28.79410588
1339	4.460000038	59.92630768	11.40114008	48.52516759
1340	4.460000038	77.62770081	7.738723945	69.88897686
1341	4.460000038	93.51708984	4.451211237	89.06587861
1342	4.480000019	56.53248215	12.10332218	44.42915996
1343	4.480000019	90.56708527	5.061566834	85.50551843
1344	4.480000019	95.89394379	3.959440438	91.93450335
1345	4.489999771	72.1789093	8.866078262	63.31283104
1346	4.489999771	73.3294754	8.628026272	64.70144913
1347	4.5	47.92656708	13.88388499	34.04268208
1348	4.5	94.66782379	4.21312452	90.45469927
1349	4.5	95.72747803	3.993882184	91.73359584
1350	4.5	96.92778778	3.745538238	93.18224954
1351	4.510000229	76.94008636	7.880991292	69.05909507
1352	4.519999981	92.63600922	4.633506714	88.0025025
1353	4.539999962	53.57367325	12.7154994	40.85817385
1354	4.539999962	88.40018463	5.509898319	82.89028631
1355	4.539999962	89.7478714	5.231062086	84.51680931
1356	4.539999962	96.22930908	3.890053398	92.33925568
1357	4.550000191	96.77059937	3.778060503	92.99253886
1358	4.559999943	50.81461716	13.28634777	37.52826938
1359	4.559999943	52.95536804	12.84342667	40.11194137
1360	4.559999943	90.20864105	5.1357289	85.07291215
1361	4.570000172	46.3938446	14.20100509	32.19283951
1362	4.579999924	50.99647141	13.24872215	37.74774925
1363	4.579999924	94.83763885	4.177989803	90.65964905
1364	4.590000153	34.9599762	16.56667111	18.39330509
1365	4.599999905	39.46395111	15.63479923	23.82915188
1366	4.599999905	44.23696899	14.6472624	29.5897066
1367	4.599999905	58.99544144	11.5937362	47.40170524
1368	4.599999905	75.1762619	8.245926364	66.93033554
1369	4.599999905	78.43471527	7.571752748	70.86296252
1370	4.599999905	93.10618591	4.536227212	88.5699587
1371	4.610000134	85.61721802	6.085693781	79.53152424
1372	4.619999886	52.63811874	12.90906551	39.72905323
1373	4.619999886	52.90491104	12.85386622	40.05104482
1374	4.619999886	70.60623932	9.191463495	61.41477582
1375	4.619999886	70.93789673	9.122843616	61.81505311
1376	4.619999886	96.61871338	3.809485695	92.80922768
1377	4.630000114	90.65602112	5.043166017	85.6128551
1378	4.639999866	39.43734741	15.64030354	23.79704388
1379	4.639999866	42.37244415	15.03303237	27.33941179
1380	4.639999866	97.11306	3.707205438	93.40585456
1381	4.659999847	55.74074554	12.26713239	43.47361315
1382	4.659999847	72.07557678	8.887457748	63.18811903
1383	4.659999847	78.31409454	7.596709162	70.71738538
1384	4.659999847	94.21581268	4.306645564	89.90916712
1385	4.659999847	96.87432861	3.756598934	93.11772968
1386	4.670000076	45.79960632	14.32395292	31.4756534
1387	4.670000076	55.18450928	12.38221761	42.80229167
1388	4.679999828	80.68735504	7.105681847	73.58167319
1389	4.679999828	94.66687012	4.213321835	90.45354828
1390	4.690000057	50.62383652	13.32582027	37.29801625
1391	4.690000057	94.32299042	4.284470504	90.03851991
1392	4.690000057	96.83372498	3.764999821	93.06872515
1393	4.699999809	95.85581207	3.967329885	91.88848219
1394	4.710000038	93.73272705	4.406595924	89.32613113
1395	4.710000038	94.08039093	4.334664309	89.74572662
1396	4.710000038	96.81479645	3.768916132	93.04588032
1397	4.710000038	96.83925629	3.763855394	93.07540089
1398	4.71999979	43.67063141	14.76443758	28.90619383
1399	4.71999979	78.7816925	7.4999632	71.28172931
1400	4.730000019	96.60005951	3.813345179	92.78671433
1401	4.739999771	66.69703674	10.00027704	56.6967597
1402	4.739999771	83.28055573	6.569148933	76.71140679
1403	4.739999771	93.93947601	4.363819589	89.57565642
1404	4.739999771	94.26203156	4.297082885	89.96494867
1405	4.75	95.155159	4.112294923	91.04286407
1406	4.75	95.42642212	4.056170616	91.3702515
1407	4.760000229	89.82904053	5.214268203	84.61477232
1408	4.760000229	97.24398804	3.680116443	93.56387159
1409	4.769999981	64.61305237	10.43145316	54.1815992
1410	4.769999981	89.01846313	5.38197657	83.63648656
1411	4.769999981	94.54261017	4.239031203	90.30357897
1412	4.78000021	68.58128357	9.610426599	58.97085697
1413	4.78000021	72.6763916	8.763149233	63.91324237
1414	4.78000021	75.918396	8.092378908	67.82601709
1415	4.78000021	78.634552	7.530406552	71.10414545
1416	4.78000021	89.93553162	5.19223521	84.74329641
1417	4.78000021	93.6021347	4.433615465	89.16851924
1418	4.78000021	93.8010788	4.392453956	89.40862484
1419	4.78000021	96.66281891	3.800360266	92.86245864
1420	4.789999962	48.83882141	13.69513968	35.14368173
1421	4.789999962	91.70457458	4.826220429	86.87835416
1422	4.800000191	58.44781876	11.70703927	46.74077949
1423	4.800000191	67.85840607	9.759989869	58.0984162
1424	4.800000191	85.27438354	6.156626193	79.11775735
1425	4.800000191	88.92412567	5.40149498	83.52263069
1426	4.800000191	95.09465027	4.124814172	90.9698361
1427	4.809999943	93.73448181	4.406232865	89.32824895
1428	4.820000172	71.69467163	8.966266978	62.72840465
1429	4.820000172	84.70792389	6.273826629	78.43409726
1430	4.820000172	93.86144257	4.3799647	89.48147787
1431	4.820000172	96.60036469	3.813282038	92.78708265
1432	4.829999924	60.99634171	11.17975017	49.81659153
1433	4.840000153	55.0928154	12.40118906	42.69162633
1434	4.849999905	95.15755463	4.111799268	91.04575536
1435	4.860000134	95.70265961	3.999017112	91.70364249
1436	4.860000134	96.04701233	3.927770575	92.11924175
1437	4.860000134	96.24350739	3.887115771	92.35639161
1438	4.860000134	96.53786469	3.82621328	92.7116514
1439	4.869999886	95.18766022	4.105570425	91.08208979
1440	4.880000114	95.51103973	4.038663241	91.47237649
1441	4.880000114	95.73272705	3.992796162	91.73993089
1442	4.909999847	97.26120758	3.676553721	93.58465386
1443	4.920000076	94.31025696	4.287105055	90.0231519
1444	4.940000057	82.61914063	6.705995638	75.91314499
1445	4.940000057	93.27088928	4.502150104	88.76873918
1446	4.960000038	47.41369247	13.98999869	33.42369379
1447	4.960000038	96.32003784	3.871281628	92.44875621
1448	4.96999979	65.52674103	10.24241109	55.28432994
1449	4.96999979	80.48763275	7.147004365	73.34062839
1450	4.989999771	93.35894775	4.483930817	88.87501694
1451	5	82.47531891	6.735752334	75.73956657
1452	5	95.49433899	4.042118623	91.45222037
1453	5.010000229	96.8731842	3.756835712	93.11634849
1454	5.019999981	94.95639801	4.153418548	90.80297946
1455	5.03000021	93.31964874	4.492061777	88.82758697
1456	5.03000021	96.14269257	3.907974345	92.23471822
1457	5.039999962	71.1587677	9.077145438	62.08162226
1458	5.039999962	97.10172272	3.70955112	93.3921716
1459	5.050000191	74.50871277	8.3840422	66.12467057
1460	5.059999943	38.23812103	15.88842333	22.3496977
1461	5.079999924	96.1563797	3.905142479	92.25123722
1462	5.090000153	93.9831543	4.354782557	89.62837174
1463	5.119999886	38.96164703	15.73872589	23.22292115
1464	5.119999886	56.7203331	12.06445585	44.65587725
1465	5.130000114	93.86943054	4.378311988	89.49111855
1466	5.150000095	49.48911285	13.56059446	35.9285184
1467	5.150000095	55.4048233	12.33663467	43.06818864
1468	5.150000095	88.42449951	5.504867573	82.91963194
1469	5.159999847	39.15283203	15.69916973	23.4536623
1470	5.159999847	66.46471405	10.04834458	56.41636947
1471	5.159999847	75.37490082	8.204827996	67.17007282
1472	5.159999847	92.30309296	4.702387049	87.60070591
1473	5.159999847	94.7465744	4.196831028	90.54974337
1474	5.170000076	96.966362	3.737557237	93.22880476
1475	5.179999828	43.41998672	14.81629593	28.60369079
1476	5.179999828	71.35220337	9.037123621	62.31507975
1477	5.190000057	57.84122086	11.8325443	46.00867655
1478	5.190000057	78.77801514	7.500724047	71.27729109
1479	5.190000057	96.48140717	3.837894335	92.64351283
1480	5.199999809	38.09705734	15.91760939	22.17944795
1481	5.199999809	80.22053528	7.2022668	73.01826848
1482	5.199999809	81.44013214	6.949932354	74.49019979
1483	5.199999809	94.26109314	4.297277043	89.9638161
1484	5.210000038	92.7923584	4.601158087	88.19120031
1485	5.21999979	95.99783325	3.93794572	92.05988753
1486	5.230000019	67.43421173	9.847755626	57.5864561
1487	5.239999771	64.64022064	10.42583205	54.21438859
1488	5.239999771	83.63300323	6.496227585	77.13677565
1489	5.239999771	96.54425049	3.824892059	92.71935843
1490	5.25	33.44399261	16.88032793	16.56366468
1491	5.25	37.50829315	16.03942463	21.46886852
1492	5.25	94.07558441	4.335658777	89.73992563
1493	5.260000229	46.02693558	14.27691852	31.75001705
1494	5.300000191	43.61862183	14.77519835	28.84342347
1495	5.300000191	93.19126129	4.518625126	88.67263617
1496	5.309999943	79.95241547	7.257740758	72.69467471
1497	5.320000172	65.25030518	10.29960563	54.95069954
1498	5.329999924	96.02787781	3.931729505	92.0961483
1499	5.329999924	97.59773254	3.606926746	93.9908058
1500	5.340000153	66.8077774	9.977364814	56.83041259
1501	5.340000153	94.52211761	4.24327111	90.2788465
1502	5.340000153	94.74542999	4.197067806	90.54836219
1503	5.340000153	98.52646637	3.414771828	95.11169454
1504	5.349999905	94.05249786	4.340435381	89.71206248
1505	5.349999905	96.08259583	3.920408354	92.16218747
1506	5.360000134	56.87501144	12.03245291	44.84255853
1507	5.360000134	91.85259247	4.795595547	87.05699692
1508	5.360000134	94.6019516	4.226753468	90.37519813
1509	5.360000134	96.28224182	3.879101621	92.4031402
1510	5.369999886	68.46960449	9.633532987	58.83607151
1511	5.380000114	59.15163803	11.56141914	47.59021889
1512	5.380000114	81.13691711	7.012667507	74.12424961
1513	5.389999866	57.81480789	11.83800914	45.97679875
1514	5.400000095	46.10569	14.26062424	31.84506576
1515	5.400000095	46.56171417	14.1662729	32.39544128
1516	5.400000095	46.86532593	14.10345566	32.76187027
1517	5.400000095	88.9469986	5.396762574	83.55023602
1518	5.420000076	65.18326569	10.3134761	54.86978959
1519	5.420000076	73.82027435	8.526480027	65.29379433
1520	5.460000038	73.71895599	8.547442784	65.17151321
1521	5.460000038	92.05472565	4.753774216	87.30095143
1522	5.46999979	91.9315033	4.779268906	87.15223439
1523	5.46999979	96.38619232	3.857594274	92.52859805
1524	5.480000019	38.25210571	15.8855299	22.36657581
1525	5.480000019	58.9356041	11.60611654	47.32948756
1526	5.480000019	61.6815567	11.03797927	50.64357743
1527	5.480000019	80.70854187	7.101298294	73.60724358
1528	5.480000019	98.51720428	3.416688152	95.10051613
1529	5.5	93.39405823	4.476666464	88.91739176
1530	5.5	96.2713623	3.881352591	92.39000971
1531	5.519999981	40.46701431	15.42726558	25.03974874
1532	5.519999981	91.818573	4.802634171	87.01593883
1533	5.519999981	93.64909363	4.42389967	89.22519396
1534	5.53000021	74.52617645	8.380428966	66.14574749
1535	5.53000021	95.34164429	4.073711139	91.26793315
1536	5.539999962	78.66726685	7.523637855	71.14362899
1537	5.550000191	65.54682922	10.23825484	55.30857438
1538	5.559999943	40.9365654	15.33011551	25.60644989
1539	5.559999943	95.52291107	4.036207063	91.48670401
1540	5.570000172	60.05233383	11.37506529	48.67726854
1541	5.570000172	95.92079926	3.953884045	91.96691521
1542	5.579999924	45.73274231	14.33778708	31.39495523
1543	5.579999924	57.43618774	11.9163456	45.51984214
1544	5.579999924	62.12962341	10.94527432	51.18434909
1545	5.579999924	65.38220978	10.27231459	55.10989519
1546	5.579999924	93.7149353	4.410277035	89.30465827
1547	5.579999924	96.04685211	3.927803724	92.11904839
1548	5.579999924	97.61839294	3.602652112	94.01574083
1549	5.590000153	58.2841301	11.74090643	46.54322366
1550	5.590000153	95.20934296	4.101084269	91.10825869
1551	5.590000153	95.33314514	4.075469611	91.25767553
1552	5.599999905	59.27462769	11.5359726	47.73865509
1553	5.610000134	95.11565399	4.120468504	90.99518549
1554	5.619999886	69.24380493	9.473351008	59.77045392
1555	5.619999886	72.4605484	8.807807165	63.65274124
1556	5.619999886	85.62669373	6.083733258	79.54296047
1557	5.619999886	91.31461334	4.906903364	86.40770998
1558	5.619999886	91.61759186	4.844217145	86.77337471
1559	5.619999886	95.71220398	3.997042383	91.7151616
1560	5.630000114	60.75607681	11.22946095	49.52661586
1561	5.639999866	77.37133026	7.791766981	69.57956328
1562	5.639999866	95.07417297	4.129050922	90.94512205
1563	5.650000095	78.66453552	7.524202965	71.14033256
